County,id2,Population,Deaths,rate,high_rate,low_rate,post_rate_mm,post_low,post_high,post_rate_hyp,post_low_hyp,post_high_hyp,post_rate_hypypst,post_low_hypst,post_high_hypst,post_rate_hyp_pty,post_low_hyp_pty,post_high_hyp_pty,log_rate
"Aransas County, Texas",48007,25721,0.0,0.0,0,1,1.7425151324419436e-06,1.657939283184786e-15,6.837876657911536e-06,1.2739723378676158e-06,1.5442481853980126e-16,5.668875660668372e-06,1.1026015462880593e-06,1.6239635376011486e-22,5.011442437747915e-06,1.1026015462880593e-06,1.6239635376011486e-22,5.011442437747915e-06,-16.977315754707732
"Arapahoe County, Colorado",8005,637068,503.0,7.895546472276115e-05,1,0,7.87874961309524e-05,7.19136641721862e-05,8.521831982709991e-05,7.877963658432933e-05,7.197127892376972e-05,8.566940166514394e-05,7.878755640896296e-05,7.188886372516871e-05,8.570287468179582e-05,7.878755640896296e-05,7.188886372516871e-05,8.570287468179582e-05,-9.446626602143654
"Archer County, Texas",48009,8703,0.0,0.0,0,1,4.455278591408887e-06,9.945606017631022e-16,1.7635630279239905e-05,3.452781094420332e-06,7.58397701606317e-19,1.477624171794542e-05,2.9979209711045066e-06,3.6096160656452566e-19,1.308639899919522e-05,2.9979209711045066e-06,3.6096160656452566e-19,1.308639899919522e-05,-16.977315754707732
"Archuleta County, Colorado",8007,12854,0.0,0.0,0,1,3.2401350668109058e-06,1.9033586742077796e-14,1.2520630571572976e-05,2.4815328863533406e-06,2.0276880970875052e-18,1.1013763020015651e-05,2.1555324843790884e-06,6.868642558458805e-19,9.861167475074954e-06,2.1555324843790884e-06,6.868642558458805e-19,9.861167475074954e-06,-16.977315754707732
"Arenac County, Michigan",26011,15122,0.0,0.0,0,1,2.6822166416194357e-06,1.8506192835951017e-13,1.0559272950016872e-05,2.1513741750748424e-06,7.273285596910684e-16,9.368643015692754e-06,1.816563958803897e-06,4.1124703746254275e-20,8.181429829286853e-06,1.816563958803897e-06,4.1124703746254275e-20,8.181429829286853e-06,-16.977315754707732
"Arkansas County, Arkansas",5001,18214,0.0,0.0,0,1,2.3511712241425483e-06,1.1749393660760547e-13,9.241195032810653e-06,1.7462098257789765e-06,3.1046029297976397e-16,7.406947491503127e-06,1.5665979113918577e-06,4.474171711461302e-19,7.244602463822338e-06,1.5665979113918577e-06,4.474171711461302e-19,7.244602463822338e-06,-16.977315754707732
"Arlington County, Virginia",51013,230050,99.0,4.303412301673549e-05,0,0,4.2815541763925594e-05,3.454139068219275e-05,5.15724046125619e-05,4.290260558594414e-05,3.48744135169322e-05,5.139068849596036e-05,4.307658188375807e-05,3.482529320724591e-05,5.16490916567136e-05,4.307658188375807e-05,3.482529320724591e-05,5.16490916567136e-05,-10.053517198443071
"Armstrong County, Pennsylvania",42005,66486,24.0,3.609782510603736e-05,0,0,3.575835113940982e-05,2.204304858621608e-05,5.004337473684376e-05,3.585462298757929e-05,2.2516014133460318e-05,5.08233812541559e-05,3.574798057382504e-05,2.2445703774718674e-05,4.982861831166431e-05,3.574798057382504e-05,2.2445703774718674e-05,4.982861831166431e-05,-10.22927794081048
"Armstrong County, Texas",48011,1876,0.0,0.0,0,1,1.2011237527534236e-05,6.910199306925033e-13,4.6041175315669136e-05,1.0433458166950613e-05,1.3055264707147756e-16,4.589698399743656e-05,9.078302779214812e-06,4.371563925305988e-17,4.1630600571740965e-05,9.078302779214812e-06,4.371563925305988e-17,4.1630600571740965e-05,-16.977315754707732
"Aroostook County, Maine",23003,67959,45.0,6.621639517944644e-05,0,0,6.475453479919332e-05,4.681514383368862e-05,8.342077702774892e-05,6.532933154628746e-05,4.6915071406916506e-05,8.501601251485607e-05,6.51918319482837e-05,4.7860267945015065e-05,8.411321654787453e-05,6.51918319482837e-05,4.7860267945015065e-05,8.411321654787453e-05,-9.62258246436337
"Arthur County, Nebraska",31005,469,0.0,0.0,0,1,1.8064832960761945e-05,2.4203055042851103e-15,6.886297244919878e-05,1.8123409334517893e-05,6.074456695883337e-16,7.80688650266595e-05,1.586673403902915e-05,5.354598887573184e-18,7.271348253310037e-05,1.586673403902915e-05,5.354598887573184e-18,7.271348253310037e-05,-16.977315754707732
"Ascension Parish, Louisiana",22005,121587,16.0,1.3159301570069168e-05,0,0,1.3314702360339634e-05,7.321421173709408e-06,1.971378718476306e-05,1.3245056753491471e-05,7.206130871936383e-06,1.9694496206387247e-05,1.3276273811248133e-05,7.354724184668044e-06,1.985355582669791e-05,1.3276273811248133e-05,7.354724184668044e-06,1.985355582669791e-05,-11.238381705658675
"Ashe County, North Carolina",37009,26924,0.0,0.0,0,1,1.6281672253037004e-06,1.5044541541423968e-17,6.332116276748084e-06,1.2367594424852895e-06,2.4199405528811652e-18,5.434549097332832e-06,1.0736434595830091e-06,6.32182389259051e-20,4.765343631663418e-06,1.0736434595830091e-06,6.32182389259051e-20,4.765343631663418e-06,-16.977315754707732
"Ashland County, Ohio",39005,53652,14.0,2.6094087825244166e-05,0,0,2.5884316080249148e-05,1.354971026273578e-05,3.916834319015726e-05,2.5914899212686072e-05,1.3431939348177487e-05,3.957432857568967e-05,2.6041692021049416e-05,1.3428712031738628e-05,3.910047188003928e-05,2.6041692021049416e-05,1.3428712031738628e-05,3.910047188003928e-05,-10.553801789400769
"Ashland County, Wisconsin",55003,15714,0.0,0.0,0,1,2.645663569057908e-06,6.499923279116249e-14,1.0234240311978291e-05,1.9966222855395345e-06,1.3592206890384357e-15,8.924075717989399e-06,4.2679562042206135e-06,2.746466882542235e-11,1.387064266313763e-05,4.2679562042206135e-06,2.746466882542235e-11,1.387064266313763e-05,-16.977315754707732
"Ashley County, Arkansas",5003,20492,0.0,0.0,0,1,2.1203755724194253e-06,4.514575014882865e-16,8.24003510158615e-06,1.5656417118334255e-06,4.056028211977657e-17,6.797737786286024e-06,1.3770077486019726e-06,1.0648737097759003e-16,6.164399963881198e-06,1.3770077486019726e-06,1.0648737097759003e-16,6.164399963881198e-06,-16.977315754707732
"Ashtabula County, Ohio",39007,98231,57.0,5.802648858303387e-05,0,0,5.736122965057073e-05,4.217497887798331e-05,7.170080302428851e-05,5.756433080911032e-05,4.283874884563009e-05,7.247243932671184e-05,5.7529186536401544e-05,4.30803564924807e-05,7.320864670741015e-05,5.7529186536401544e-05,4.30803564924807e-05,7.320864670741015e-05,-9.754610951965944
"Asotin County, Washington",53003,22306,0.0,0.0,0,1,1.944025348779437e-06,7.083534679686569e-15,7.681277504815344e-06,1.4860544256800355e-06,3.4844495350161705e-17,6.4628491545056986e-06,1.2795216897097302e-06,1.1705930538055153e-16,5.790754655611061e-06,1.2795216897097302e-06,1.1705930538055153e-16,5.790754655611061e-06,-16.977315754707732
"Assumption Parish, Louisiana",22007,22695,0.0,0.0,0,1,1.9243979207657875e-06,6.495736281312985e-15,7.482156333064384e-06,1.4100434073096376e-06,5.936409859944603e-17,6.331768943023384e-06,1.2693735452910845e-06,2.0108149207965306e-17,5.881981025378631e-06,1.2693735452910845e-06,2.0108149207965306e-17,5.881981025378631e-06,-16.977315754707732
"Atascosa County, Texas",48013,48797,18.0,3.68875135766543e-05,0,0,3.624371031780115e-05,2.022803657616813e-05,5.278038745120709e-05,3.650329365140397e-05,2.086769314091609e-05,5.38344004613742e-05,3.6543010824526556e-05,2.072596218128975e-05,5.325684840614111e-05,3.6543010824526556e-05,2.072596218128975e-05,5.325684840614111e-05,-10.207637449639593
"Atchison County, Kansas",20005,16380,0.0,0.0,0,1,2.547056544484645e-06,5.229987590628071e-15,1.020366120602779e-05,1.9027601560466352e-06,2.1315091831422018e-16,8.307355487949834e-06,1.7194863972540524e-06,1.0851804745960974e-16,7.87330422521057e-06,1.7194863972540524e-06,1.0851804745960974e-16,7.87330422521057e-06,-16.977315754707732
"Atchison County, Missouri",29005,5293,0.0,0.0,0,1,6.348726131253811e-06,8.484180498356898e-14,2.3905904126192746e-05,5.12768507980513e-06,1.2194023192944365e-16,2.2063196013210192e-05,4.631024919136337e-06,6.224743724566519e-19,2.0491645602919155e-05,4.631024919136337e-06,6.224743724566519e-19,2.0491645602919155e-05,-16.977315754707732
"Athens County, Ohio",39009,66186,13.0,1.9641616051732994e-05,0,0,1.9723748607098343e-05,1.005614532103672e-05,3.018503074274994e-05,1.9742358832595302e-05,1.0184463242041714e-05,3.06392258727751e-05,2.014058438358657e-05,9.781802723931313e-06,3.111461516049219e-05,2.014058438358657e-05,9.781802723931313e-06,3.111461516049219e-05,-10.837859974729946
"Atkinson County, Georgia",13003,8273,0.0,0.0,0,1,4.615208562865129e-06,7.35624758654509e-15,1.7662832288925433e-05,3.614268592551185e-06,1.918182844392165e-19,1.5942879297228793e-05,3.162486390818834e-06,2.5232507430057584e-29,1.4533965673827125e-05,3.162486390818834e-06,2.5232507430057584e-29,1.4533965673827125e-05,-16.977315754707732
"Atlantic County, New Jersey",34001,270991,174.0,6.420877446114447e-05,0,0,6.390035183766857e-05,5.4858932096112956e-05,7.37814153491963e-05,6.39908118301053e-05,5.485161182281543e-05,7.337912545209728e-05,6.409241777854942e-05,5.499790476102768e-05,7.375916648494544e-05,6.409241777854942e-05,5.499790476102768e-05,7.375916648494544e-05,-9.653370682757776
"Atoka County, Oklahoma",40005,13810,0.0,0.0,0,1,3.0098498233684762e-06,1.0735647346640148e-15,1.1836231458814119e-05,2.2563093068085353e-06,1.2789723044331296e-16,9.931334945295107e-06,2.0646388138974324e-06,7.173013580395527e-21,9.298348455086737e-06,2.0646388138974324e-06,7.173013580395527e-21,9.298348455086737e-06,-16.977315754707732
"Attala County, Mississippi",28007,18934,0.0,0.0,0,1,2.2825201047382056e-06,2.7732754573445322e-14,8.793787894654898e-06,1.6996323538018661e-06,3.73779399592431e-19,7.363061005558664e-06,1.477644094491134e-06,3.841353205809956e-21,6.6975531420771364e-06,1.477644094491134e-06,3.841353205809956e-21,6.6975531420771364e-06,-16.977315754707732
"Audrain County, Missouri",29007,26021,11.0,4.22735482879213e-05,0,0,4.0581678108437264e-05,1.9184585009202784e-05,6.42297567201334e-05,4.1454224777684116e-05,1.9586024218277352e-05,6.623386775762072e-05,4.135121259983769e-05,1.9325966797471814e-05,6.628502681803818e-05,4.135121259983769e-05,1.9325966797471814e-05,6.628502681803818e-05,-10.071349003499085
"Audubon County, Iowa",19009,5678,0.0,0.0,0,1,6.110153310310852e-06,6.94804389416686e-13,2.4215825728727182e-05,4.822205776464396e-06,4.5643814956759066e-21,2.140395639563728e-05,4.496742554236301e-06,5.1310556136538204e-17,2.04634682961012e-05,4.496742554236301e-06,5.1310556136538204e-17,2.04634682961012e-05,-16.977315754707732
"Auglaize County, Ohio",39011,45894,14.0,3.050507691637251e-05,0,0,3.017095018292403e-05,1.4851236873262965e-05,4.57670729386317e-05,3.0323382733960153e-05,1.5270459994839533e-05,4.595911111155271e-05,3.0220286961319048e-05,1.588381253995547e-05,4.567669588035358e-05,3.0220286961319048e-05,1.588381253995547e-05,4.567669588035358e-05,-10.397617431928708
"Augusta County, Virginia",51015,74997,26.0,3.4668053388802216e-05,0,0,3.4388341188069324e-05,2.169664242029899e-05,4.717848259875432e-05,3.448622431495324e-05,2.1604006483256333e-05,4.8213987412617484e-05,3.4448771378900106e-05,2.1956472598250916e-05,4.7790900916085604e-05,3.4448771378900106e-05,2.1956472598250916e-05,4.7790900916085604e-05,-10.26969194669099
"Aurora County, South Dakota",46003,2736,0.0,0.0,0,1,9.537164204970346e-06,4.946292550095949e-14,3.663626795403195e-05,8.253989612590832e-06,5.753293476577007e-18,3.533228031519297e-05,7.044166282841186e-06,1.5078997880802764e-20,3.21545618331957e-05,7.044166282841186e-06,1.5078997880802764e-20,3.21545618331957e-05,-16.977315754707732
"Austin County, Texas",48015,29758,0.0,0.0,0,1,1.4978483581479448e-06,3.642832930051054e-16,5.871906147933523e-06,1.124814879403643e-06,1.6007993055135723e-18,4.902649369540151e-06,9.80722631130857e-07,1.5468602572855764e-20,4.490244234265159e-06,9.80722631130857e-07,1.5468602572855764e-20,4.490244234265159e-06,-16.977315754707732
"Autauga County, Alabama",1001,55416,14.0,2.5263461816081997e-05,0,0,2.518384144141001e-05,1.3356314620215836e-05,3.806241483297373e-05,2.5189276794760583e-05,1.3444233752504481e-05,3.863180568379347e-05,2.514768398584777e-05,1.3115435369790242e-05,3.84071190647061e-05,2.514768398584777e-05,1.3115435369790242e-05,3.84071190647061e-05,-10.586151403081228
"Avery County, North Carolina",37011,17516,0.0,0.0,0,1,2.443160459539975e-06,5.22027944660147e-13,9.456149647468878e-06,1.8148448338398013e-06,1.984945102108331e-17,7.791984915045692e-06,1.5816418442627562e-06,2.428838725006654e-16,7.2172784133461416e-06,1.5816418442627562e-06,2.428838725006654e-16,7.2172784133461416e-06,-16.977315754707732
"Avoyelles Parish, Louisiana",22009,41117,15.0,3.6481260792372986e-05,0,0,3.57477146829337e-05,1.869172648635904e-05,5.329649969008009e-05,3.604729034616275e-05,1.8785833860731546e-05,5.4210912843520694e-05,3.5779331071348e-05,1.9661608598736535e-05,5.415928795323512e-05,3.5779331071348e-05,1.9661608598736535e-05,5.415928795323512e-05,-10.218711832160933
"Baca County, Colorado",8009,3568,0.0,0.0,0,1,8.201182721256294e-06,1.0597323359261416e-12,3.184897721571196e-05,6.915585956161371e-06,1.638708664136491e-18,3.051340870884321e-05,6.154672503800112e-06,3.710243310984621e-21,2.8490516817533695e-05,6.154672503800112e-06,3.710243310984621e-21,2.8490516817533695e-05,-16.977315754707732
"Bacon County, Georgia",13005,11372,0.0,0.0,0,1,3.5840566864331395e-06,1.3968471604100528e-15,1.3835732525421869e-05,2.8042512393171565e-06,1.0128459637041559e-16,1.1876820904120661e-05,2.325034082800172e-06,5.73325427217285e-17,1.0755069558425342e-05,2.325034082800172e-06,5.73325427217285e-17,1.0755069558425342e-05,-16.977315754707732
"Bailey County, Texas",48017,7181,0.0,0.0,0,1,5.159319613012786e-06,1.013839736355778e-12,1.9844605525685052e-05,4.043833848563661e-06,4.684685932590968e-18,1.725818872185096e-05,3.496383734740957e-06,1.8925726102631786e-20,1.6003723144597188e-05,3.496383734740957e-06,1.8925726102631786e-20,1.6003723144597188e-05,-16.977315754707732
"Baker County, Florida",12003,27937,0.0,0.0,0,1,1.5910059584360251e-06,6.716874167293181e-15,6.300114712618462e-06,1.165953332127035e-06,3.557376964809852e-18,5.0211336964311325e-06,1.0635226864257397e-06,3.817720082356551e-17,4.904289033311586e-06,1.0635226864257397e-06,3.817720082356551e-17,4.904289033311586e-06,-16.977315754707732
"Baker County, Georgia",13007,3150,0.0,0.0,0,1,9.035966791557144e-06,2.6039437993613363e-13,3.568112811810202e-05,7.608278234725021e-06,3.19378901695575e-17,3.390796430149704e-05,6.552969133363598e-06,3.163598703018371e-17,2.8984590273828956e-05,6.552969133363598e-06,3.163598703018371e-17,2.8984590273828956e-05,-16.977315754707732
"Baker County, Oregon",41001,16059,0.0,0.0,0,1,2.6168464951330743e-06,1.982834347618101e-14,1.0190106319524013e-05,1.991873103397241e-06,5.661878819531397e-20,8.589992573396921e-06,1.7311335797328262e-06,1.7170349624696123e-17,8.003001019954489e-06,1.7311335797328262e-06,1.7170349624696123e-17,8.003001019954489e-06,-16.977315754707732
"Baldwin County, Alabama",1003,208563,106.0,5.082397165364902e-05,0,0,5.052570644626892e-05,4.148703545773092e-05,6.012205743009639e-05,5.062894290657813e-05,4.1157452346941425e-05,6.014405392303427e-05,5.05535554869037e-05,4.081560912444893e-05,6.007014762212769e-05,5.05535554869037e-05,4.081560912444893e-05,6.007014762212769e-05,-9.887142431735736
"Baldwin County, Georgia",13009,45144,0.0,0.0,0,1,1.0085973573097627e-06,3.9102667104528986e-15,3.9070376063005615e-06,7.671500817882728e-07,6.109097025800031e-18,3.4142561630850696e-06,1.589152213379913e-06,1.4457725175988528e-11,5.421577089819673e-06,1.589152213379913e-06,1.4457725175988528e-11,5.421577089819673e-06,-16.977315754707732
"Ballard County, Kentucky",21007,8054,0.0,0.0,0,1,4.645999119597022e-06,7.720696413823507e-13,1.7970092888032036e-05,3.652718294769405e-06,1.643807893203965e-17,1.617452133089107e-05,3.1552681406119103e-06,7.096111866211731e-17,1.4716859739616858e-05,3.1552681406119103e-06,7.096111866211731e-17,1.4716859739616858e-05,-16.977315754707732
"Baltimore County, Maryland",24005,831026,424.0,5.102126768596891e-05,0,0,5.0946247466768455e-05,4.6355355413675195e-05,5.5839122440042824e-05,5.0979735166479e-05,4.610160663163442e-05,5.6082551719622424e-05,5.101411877888503e-05,4.6420179754571714e-05,5.593100434676173e-05,5.101411877888503e-05,4.6420179754571714e-05,5.593100434676173e-05,-9.883267998715521
"Baltimore city, Maryland",24510,614664,300.0,4.8807153176369526e-05,0,0,4.870596297643972e-05,4.331343050962086e-05,5.433417751183047e-05,4.874344868680205e-05,4.341509404684016e-05,5.45841581068574e-05,4.8766625659270324e-05,4.349355733102125e-05,5.44500913876735e-05,4.8766625659270324e-05,4.349355733102125e-05,5.44500913876735e-05,-9.927633674364206
"Bamberg County, South Carolina",45009,14434,0.0,0.0,0,1,2.9521720620571336e-06,2.520827386681654e-15,1.1716996050695891e-05,2.189775891438488e-06,3.156069105171372e-16,9.467325584783776e-06,4.5331820897978735e-06,4.761067552274514e-12,1.512795809162772e-05,4.5331820897978735e-06,4.761067552274514e-12,1.512795809162772e-05,-16.977315754707732
"Bandera County, Texas",48019,21776,0.0,0.0,0,1,1.989286222233844e-06,1.9179990506950157e-14,7.628851063883062e-06,1.5162876969500286e-06,3.6669001991509456e-17,6.609791023697249e-06,1.3276886186787258e-06,8.540923005497663e-19,6.011541418176749e-06,1.3276886186787258e-06,8.540923005497663e-19,6.011541418176749e-06,-16.977315754707732
"Banks County, Georgia",13011,18397,0.0,0.0,0,1,2.312543001592891e-06,4.136461185313345e-14,8.862811976594801e-06,1.764340132163145e-06,1.1482710978974277e-16,7.643433390780574e-06,1.5286823860421205e-06,1.6122991932176076e-17,6.928763582090202e-06,1.5286823860421205e-06,1.6122991932176076e-17,6.928763582090202e-06,-16.977315754707732
"Banner County, Nebraska",31007,798,0.0,0.0,0,1,1.6368149201663692e-05,9.581511000248136e-15,6.440215097214377e-05,1.5213186710638702e-05,3.84151463546528e-14,6.482883797876603e-05,1.3247457879996489e-05,3.1693055083696083e-18,6.092565193133093e-05,1.3247457879996489e-05,3.1693055083696083e-18,6.092565193133093e-05,-16.977315754707732
"Bannock County, Idaho",16005,84377,58.0,6.873911136921198e-05,1,0,6.74701026069858e-05,5.0904698923690095e-05,8.53190121528858e-05,6.798963760732233e-05,5.051517612665043e-05,8.537553436561387e-05,6.787906818495388e-05,5.037042591338813e-05,8.502217138079019e-05,6.787906818495388e-05,5.037042591338813e-05,8.502217138079019e-05,-9.585192214045232
